,0,1
0,2.0781810462779964,6.0
1,0.0463344720469857,14.0
2,0.053366275170890286,85.0
3,0.2658986959594867,2031.0
4,1.0436705851488688,1480.0
5,82.26265845763417,100862.0
6,3.8082153906684337,1394.0
7,38.84640417591094,58.0
8,1.4912686906297703,15.0
9,0.1959554978513195,439.0
10,0.054212409454626916,510.0
11,0.027343144355514007,5.0
12,0.08241798366238053,590.0
13,0.38148869524415463,2985.0
14,0.04776969836529363,42.0
15,93606.95809164902,45783.0
16,0.2865221504653768,3092.0
17,0.01710169827175337,2621.0
18,0.10905128521654182,9.0
19,35.51067109280061,301.0
20,0.09880708265288923,56.0
21,0.008514586197944068,2.0
22,0.12514389317440433,915.0
23,0.250004142079413,68.0
24,0.9014369509515596,759.0
25,1.659592703659743,106.0
26,0.15620014948163954,223.0
27,0.5254129549794209,2004.0
28,0.13173591610530114,32.0
29,1.6292243016963908,89.0
30,0.07680250466304119,355.0
31,0.4423499194437129,1508.0
32,0.16344891757057425,35.0
33,9.439266077165723,35.0
34,0.0014617475966943077,88.0
35,0.0023936346690090933,112.0
36,0.05737374977001528,899.0
37,0.3446805398285297,220.0
38,0.05975371006214536,325.0
39,0.19387975121000026,88.0
40,0.18964218561574078,3.0
41,0.5003874756964132,11.0
42,0.06112825554287502,24.0
43,0.08821523041178932,28.0
44,9.98075169117731,40.0
45,0.001,1.0
46,0.001,1.0
47,0.11778128882420819,7.0
48,2.275011283178219,19.0
49,19.064803830825852,86.0
50,0.001,1.0
51,0.001,1.0
52,0.3254639372716004,3.0
53,7889.209065755331,4226.0
54,42.93095734709221,1034.0
55,0.691667636896833,6.0
56,0.001,1.0
57,7.984615502954632,1643.0
58,5.193783351030323,530.0
59,492.060394682416,181.0
60,0.001,1.0
61,0.010090531145696705,2.0
62,9.164946772750026,389.0
63,8.683478904547867,278.0
64,0.18249159182894942,4.0
65,2.0115144173039283,21.0
66,172.03255349771104,677.0
67,558.9760460098487,3876.0
68,0.001,1.0
69,34.25190701249329,70.0
70,7.789563699892725,59.0
71,0.001,1.0
72,1318.3347939880366,23174.0
73,387.5183917962022,4019.0
74,0.001,1.0
75,10.190317240308564,550.0
76,14.494720090902526,21.0
77,80.24050698043051,446.0
78,1.936329861111111,40.0
79,12.07328873483595,8.0
80,13.39642415871667,253.0
81,0.001,1.0
82,289.6816314068277,1165.0
83,0.4656920856036052,10.0
84,23.095339195076033,11.0
85,113.62167347114438,265.0
86,352.58770125868233,2277.0
87,8.503850609469639,29.0
88,6.286572943325664,96.0
89,0.004037418503433903,2.0
90,27.88997527708925,166.0
91,12.938527222553676,7.0
92,767.5981798291867,22.0
93,0.001,1.0
94,73.608961945935,641.0
95,0.001,1.0
96,0.001,1.0
97,0.02154517240854999,2.0
98,532.460192370948,124.0
99,0.002424305609760883,3.0
100,8.85581935078999,39.0
101,183396207.84148479,16925.0
102,3137.0945802410242,1694.0
103,0.35037885526527385,7.0
104,31.467139650567777,276.0
105,0.7841441491197333,25.0
106,504.4142668291692,201.0
107,0.001,1.0
108,0.009417187198480472,2.0
109,3119002.628608331,3477.0
110,0.42418660157535193,13.0
