,0,1
0,2.0791810462779963,7.0
1,0.0473344720469857,15.0
2,0.05436627517089029,86.0
3,0.2668986959594867,2032.0
4,1.0446705851488687,1481.0
5,82.26365845763418,100863.0
6,3.8092153906684336,1395.0
7,38.84740417591094,59.0
8,1.4922686906297702,16.0
9,0.1969554978513195,440.0
10,0.055212409454626916,511.0
11,0.028343144355514008,6.0
12,0.08341798366238053,591.0
13,0.38248869524415463,2986.0
14,0.04876969836529363,43.0
15,93606.95909164903,45784.0
16,0.2875221504653768,3093.0
17,0.01810169827175337,2622.0
18,0.11005128521654182,10.0
19,35.511671092800604,302.0
20,0.09980708265288923,57.0
21,0.00951458619794407,3.0
22,0.12614389317440433,916.0
23,0.251004142079413,69.0
24,0.9024369509515596,760.0
25,1.660592703659743,107.0
26,0.15720014948163955,224.0
27,0.5264129549794209,2005.0
28,0.13273591610530114,33.0
29,1.6302243016963907,90.0
30,0.07780250466304119,356.0
31,0.4433499194437129,1509.0
32,0.16444891757057425,36.0
33,9.440266077165722,36.0
34,0.002461747596694308,89.0
35,0.0033936346690090933,113.0
36,0.05837374977001528,900.0
37,0.3456805398285297,221.0
38,0.06075371006214536,326.0
39,0.19487975121000026,89.0
40,0.19064218561574078,4.0
41,0.5013874756964132,12.0
42,0.06212825554287502,25.0
43,0.08921523041178932,29.0
44,0.25789106900454645,41.0
45,0.002599967766358828,2.0
46,0.0026963708958974084,2.0
47,0.021463548137368033,8.0
48,0.12833396017656773,20.0
49,0.2262800450685394,87.0
50,0.002380456475363751,2.0
51,0.0023269262693870266,2.0
52,0.1642319686358002,4.0
53,1.869268181243865,4227.0
54,0.04355852598944067,1035.0
55,0.1401335273793666,7.0
56,0.0026963708958974084,2.0
57,0.00686212880813315,1644.0
58,0.011816225616314409,531.0
59,2.7356633037912,182.0
60,0.0026724915180131956,2.0
61,0.011090531145696705,3.0
62,0.02561841951739698,390.0
63,0.03334468918609339,279.0
64,0.062497197276316474,5.0
65,0.10252572086519642,22.0
66,0.2564845465942471,678.0
67,0.14625162477673515,3877.0
68,0.002571595925635539,2.0
69,0.4983899567028014,71.0
70,0.1362855810326332,60.0
71,0.002571595925635539,2.0
72,0.058890941785182616,23175.0
73,0.09844534390149383,4020.0
74,0.009667824074074075,2.0
75,0.020559776394004674,551.0
76,0.7266860045451263,22.0
77,0.18231349883242812,447.0
78,0.051623842592592596,41.0
79,1.7266126764051355,9.0
80,0.0551564450742725,254.0
81,0.0026668600062885123,2.0
82,0.25086652182717156,1166.0
83,0.05363245395595614,11.0
84,2.311433919507603,12.0
85,0.4323813389058499,266.0
86,0.15691507085179365,2278.0
87,0.30567323605248714,30.0
88,0.06816392571921752,97.0
89,0.005037418503433903,3.0
90,0.1710240925884197,167.0
91,2.158254537092279,8.0
92,36.5542466585327,23.0
93,0.0024704064869563187,2.0
94,0.11701244054052341,642.0
95,0.0026724915180131956,2.0
96,0.016648604655373114,2.0
97,0.02254517240854999,3.0
98,4.330936523341041,125.0
99,0.0027121528048804416,4.0
100,0.23502156186289447,40.0
101,10836.459565615978,16926.0
102,1.8549790787011362,1695.0
103,0.060229809210878976,8.0
104,0.11642232600206465,277.0
105,0.03463100621332222,26.0
106,2.524066334145846,202.0
107,0.0026963708958974084,2.0
108,0.010417187198480473,3.0
109,897.2984981611999,3478.0
110,0.03726555013127933,14.0
