,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.009818692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09277649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6561e-06,0,0,0.041366775,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.00080839545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05378485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5032099e-05,0,0,0.03801874,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0.020860039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02448313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8811095e-05,0,0,0.027851813,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0.007598456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05192878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.831909e-05,0,0,0.02752767,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,-0.0009249076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09294599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.769489e-05,0,0,0.012697564,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,-0.002160862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088583395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6458346e-05,0,0,0.013205104,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0.019778073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09556651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.990354e-05,0,0,0.038662232,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0.008618534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08306379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6115604e-05,0,0,0.041492224,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0.0124263335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118494615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120841374,0,0,0.032335453,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0.0011420511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10216728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7397782e-05,0,0,0.019245489,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0.0024819635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09158204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.835847e-05,0,0,0.049700867,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0.006812144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09163205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.919956e-05,0,0,0.054079838,0,0,0,0,0
